"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"G(F(((p2) & (p3)) | ((!(p0)) & (p2)) | ((p2) & (X(((!(p0)) | (p3)) R (p0))))))","ltl3tela_det","ok",0,0.0118067,2,7,16,3,1,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""p2"" ""p3"" ""p0"" acc-name: parity min even 3 Acceptance: 3 Inf(0) | (Fin(1) & Inf(2)) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0&1 | 0&!2] 0 {0} [0&!1&2] 1 State: 1 [0&!2 | 1&2] 0 {0} [!0&!2] 0 {1} [!0&!1&2] 1 [0&!1&2] 1 {2} --END--"
"((p3) xor (F(p1))) & (G((F(!(p1))) & (F(G(!(p0))))))","ltl3tela_det","ok",0,0.0105001,4,10,26,2,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 3 ""p3"" ""p0"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [0&!2] 1 [!0&2] 2 [!0&!2] 3 State: 1 [1&!2] 1 {0} [!1&!2] 1 {1} State: 2 [!1&2] 2 [1] 2 {0} [!1&!2] 2 {1} State: 3 [2] 2 [!2] 3 --END--"
"(p2) xor (p3)","ltl3tela_det","ok",0,0.00510372,2,2,6,0,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{}"" [t] 0 State: 1 ""init"" [!0&1 | 0&!1] 0 --END--"
"(X(p1)) | (F(G(p2)))","ltl3tela_det","ok",0,0.00696977,4,6,16,1,4,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 2 ""p1"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [!0] 2 [0] 3 State: 2 [1] 2 [!1] 2 {0} State: 3 [t] 3 --END--"
"(X(F(p1))) <-> (((!(p1)) | (F(((p1) & (!(p2))) | ((!(p1)) & (p2))))) R (F(p2)))","ltl3tela_det","ok",0,0.0135277,9,24,36,1,9,0,0,1,"HOA: v1 States: 9 Start: 6 AP: 2 ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [0&1] 0 [!0&!1] 1 [!0&1] 3 [0&!1] 4 State: 2 {0} [!0&1 | 0&!1] 0 [0&1] 2 [!0&!1] 5 State: 3 [0] 0 [!0] 3 State: 4 [1] 0 [!1] 4 State: 5 [0 | 1] 0 [!0&!1] 5 State: 6 [!1] 1 [!0&1] 3 [0&1] 7 State: 7 [0&!1] 0 [0&1] 2 [!0&1] 3 [!0&!1] 8 State: 8 {0} [0] 0 [!0&1] 3 [!0&!1] 8 --END--"
"(p0) xor (X(p2))","ltl3tela_det","ok",0,0.00656098,4,5,12,0,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 2 ""p0"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{4}"" [!1] 2 State: 1 ""{5}"" [1] 2 State: 2 ""{}"" [t] 2 State: 3 ""init"" [0] 0 [!0] 1 --END--"
"(p2) R (F(!(p3)))","ltl3tela_det","ok",0,0.00780778,3,7,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1] 0 [!0&!1] 0 {0} [0&!1] 1 [0&1] 2 State: 1 [t] 1 {0} State: 2 [!1] 1 [1] 2 --END--"
"X((!(p0)) | (X(p2)) | (F(!(p1))))","ltl3tela_det","ok",0,0.00817826,5,8,40,1,5,0,0,1,"HOA: v1 States: 5 Start: 1 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [!2] 0 [2] 2 State: 3 [!0 | !2] 0 [0&2] 4 State: 4 [1 | !2] 0 [!1&2] 2 --END--"
"F((p0) & (F(!(p1))) & ((p2) W (!(p0))))","ltl3tela_det","ok",0,0.019612,5,14,40,1,3,0,0,1,"HOA: v1 States: 5 Start: 0 AP: 3 ""p0"" ""p1"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0 | !2] 0 {0} [0&!1&2] 1 [0&1&2] 2 {0} State: 1 [0&!2] 0 {0} [0&2] 1 [!0] 3 State: 2 [0&!2] 0 {0} [0&!1&2] 1 [0&1&2] 2 {0} [!0&!1] 3 [!0&1] 4 State: 3 [t] 3 State: 4 [!1] 3 [1] 4 {0} --END--"
"(G(!(p0))) | (G(F(p2)))","ltl3tela_det","ok",0,0.00924348,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 {0} [0] 1 State: 1 [!1] 1 [1] 1 {0} --END--"
"(X(p3)) | ((p2) R ((p0) M (p3)))","ltl3tela_det","ok",0,0.0125683,3,4,20,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p3"" ""p2"" ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0 | !1 | !2] 1 [0&1&2] 2 State: 1 [0] 2 State: 2 [t] 2 --END--"
"(p0) & ((p1) | (!(p2)) | ((p3) U (X(G(p2)))))","ltl3tela_det","ok",0,0.0150672,4,8,48,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 4 ""p0"" ""p1"" ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0&1 | 0&!2] 1 [0&!1&2&!3] 2 [0&!1&2&3] 3 State: 1 [t] 1 State: 2 [2] 2 State: 3 [!3] 2 [2&3] 3 [!2&3] 3 {0} --END--"
"(!(p3)) & (X(F(p1)))","ltl3tela_det","ok",0,0.00660947,3,4,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 1 AP: 2 ""p3"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 2 State: 2 [1] 0 [!1] 2 --END--"
"(G(p1)) <-> ((p1) xor (X(p3)))","ltl3tela_det","ok",0,0.0120992,6,10,19,1,6,0,0,0,"HOA: v1 States: 6 Start: 3 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!1] 0 State: 2 {0} [0] 2 State: 3 [!0] 1 [0] 4 State: 4 [!0&1] 0 [0&!1] 2 [0&1] 5 State: 5 [!0] 0 [0] 5 --END--"
"(G(p0)) & (F(!(p1)))","ltl3tela_det","ok",0,0.00716987,2,3,4,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [0] 0 State: 1 [0&!1] 0 [0&1] 1 --END--"
"(X(X(F(p3)))) xor ((p2) | ((p1) M (G(p3))))","ltl3tela_det","ok",0,0.0155651,12,25,92,1,12,0,0,0,"HOA: v1 States: 12 Start: 0 AP: 3 ""p2"" ""p3"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 6 [!0&1&!2] 7 [!0&!1] 9 [!0&1&2] 10 State: 1 {0} [!1] 1 State: 2 {0} [1&!2] 2 [1&2] 4 [!1] 5 State: 3 [!1] 3 [1] 5 State: 4 [1] 4 [!1] 5 State: 5 {0} [t] 5 State: 6 [t] 1 State: 7 [!1] 3 [1&!2] 8 [1&2] 11 State: 8 [1&!2] 2 [!1] 3 [1&2] 4 State: 9 [t] 3 State: 10 [!1] 3 [1] 11 State: 11 [!1] 3 [1] 4 --END--"
"(F(((!((p0) | (p1))) & (F(p2))) | (((p0) | (p1)) & (G(!(p2)))))) U (!(p3))","ltl3tela_det","ok",0,0.0294391,8,36,128,1,4,0,0,1,"HOA: v1 States: 8 Start: 0 AP: 4 ""p0"" ""p1"" ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&2&3] 0 {0} [!3] 1 [!0&!1&!2&3] 2 {0} [0&!2&3 | 1&!2&3] 3 {0} [0&2&3 | 1&2&3] 4 {0} State: 1 [t] 1 State: 2 [!0&!1&2&3] 0 {0} [0&!3 | 1&!3 | 2&!3] 1 [!0&!1&!2&3] 2 {0} [0&!2&3 | 1&!2&3] 3 {0} [0&2&3 | 1&2&3] 4 {0} [!0&!1&!2&!3] 5 State: 3 [!0&!1&2&3] 0 {0} [!0&!1&!3] 1 [!0&!1&!2&3] 2 {0} [0&!2&3 | 1&!2&3] 3 {0} [0&2&3 | 1&2&3] 4 {0} [0&!2&!3 | 1&!2&!3] 6 [0&2&!3 | 1&2&!3] 7 State: 4 [!0&!1&2&3] 0 {0} [!0&!1&2&!3] 1 [!0&!1&!2&3] 2 {0} [0&!2&3 | 1&!2&3] 3 {0} [0&2&3 | 1&2&3] 4 {0} [!0&!1&!2&!3] 5 [0&!2&!3 | 1&!2&!3] 6 [0&2&!3 | 1&2&!3] 7 State: 5 [0 | 1 | 2] 1 [!0&!1&!2] 5 {0} State: 6 [!0&!1] 1 [0&!2 | 1&!2] 6 [0&2 | 1&2] 7 {0} State: 7 [!0&!1&2] 1 [!0&!1&!2] 5 [0&!2 | 1&!2] 6 [0&2 | 1&2] 7 {0} --END--"
"(p1) <-> ((F(p0)) & (((F(p3)) & (F(p0))) | (G((!(p0)) & (!(p3))))))","ltl3tela_det","ok",0,0.0115865,8,21,53,1,8,0,0,0,"HOA: v1 States: 8 Start: 6 AP: 3 ""p1"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!2] 1 State: 2 {0} [!1] 2 State: 3 {0} [1&!2] 1 [!1&2] 2 [!1&!2] 3 State: 4 [2] 0 [!2] 4 State: 5 [1&2] 0 [1&!2] 4 [!1&!2] 5 [!1&2] 7 State: 6 [0&1&2] 0 [!0&1&!2] 1 [!0&!1&2] 2 [!0&!1&!2] 3 [0&1&!2] 4 [0&!1&!2] 5 [0&!1&2] 7 State: 7 [1] 0 [!1] 7 --END--"
"(p2) M (F(((p0) & (!(p3)) & (X(p0))) | ((p3) & ((!(p0)) | (X(!(p0)))))))","ltl3tela_det","ok",0,0.00877989,5,15,40,1,3,0,0,1,"HOA: v1 States: 5 Start: 2 AP: 3 ""p2"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!1&2] 0 [!1&!2] 1 [1&!2] 3 [1&2] 4 State: 2 [0&!1&2] 0 [0&!1&!2] 1 [!0] 2 [0&1&!2] 3 [0&1&2] 4 State: 3 [1 | 2] 0 [!1&!2] 1 State: 4 [!1] 0 [1&!2] 3 [1&2] 4 --END--"
"F((p3) W (X(p2)))","ltl3tela_det","ok",0,0.00675949,3,5,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [!0&1] 1 [!0&!1] 1 {0} [0] 2 State: 2 [t] 2 --END--"
"X(X(X(G(p0))))","ltl3tela_det","ok",0,0.00496849,4,4,7,0,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [t] 2 State: 2 ""{2}"" [t] 3 State: 3 ""{3}"" [0] 3 --END--"
"(p0) & ((p2) M (p1)) & (X((p0) U (X(p2))))","ltl3tela_det","ok",0,0.00778491,8,17,40,1,8,0,0,0,"HOA: v1 States: 8 Start: 3 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [1&2] 0 State: 2 [1] 0 State: 3 [0&!1&2] 4 [0&1&2] 5 State: 4 [!0&!1&2] 1 [!0&1&2] 2 [0&!1&2] 6 [0&1&2] 7 State: 5 [!0] 2 [0] 7 State: 6 [1&2] 0 [!0&!1&2] 1 [0&!1&2] 6 State: 7 [1] 0 [!0&!1] 2 [0&!1] 7 --END--"
"(p0) & (!(p3)) & (((p1) | (p2)) xor (G(p3)))","ltl3tela_det","ok",0,0.00703123,2,2,19,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 4 ""p0"" ""p3"" ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0&!1&2 | 0&!1&3] 0 --END--"
"G(((!(p1)) M (p2)) | ((!(p2)) M (F(G(p1)))))","ltl3tela_det","ok",0,0.0128326,2,6,8,2,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1] 0 [0&!1] 0 {1} [!0] 1 State: 1 [0&1] 1 [!1] 1 {0} [!0&1] 1 {1} --END--"
"X((p1) W ((p3) | (X((!(p2)) U (!(p3))))))","ltl3tela_det","ok",0,0.007204,4,6,30,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 3 ""p3"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [t] 1 State: 1 [!0&!2] 2 [0 | 2] 3 State: 2 [0&!1] 2 [!0] 3 State: 3 {0} [t] 3 --END--"
"F(G(p0))","ltl3tela_det","ok",0,0.00519495,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 [!0] 0 {0} --END--"
"((p0) | (p2)) <-> ((p2) xor (X(G(p2))))","ltl3tela_det","ok",0,0.0094226,4,6,14,1,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 2 ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [1] 1 State: 2 [!1] 0 [1] 2 State: 3 [0&!1] 1 [!0 | 1] 2 --END--"
"(X(F(p2))) & (F(G(((p0) & (p2)) | ((!(p0)) & (!(p2))))))","ltl3tela_det","ok",0,0.00884706,3,5,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""p2"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [!0] 1 {0} [0] 2 State: 2 [!0&!1 | 0&1] 2 [!0&1 | 0&!1] 2 {0} --END--"
"G(F(p0))","ltl3tela_det","ok",0,0.00555346,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"((p3) M (p1)) & (X(G(p3)))","ltl3tela_det","ok",0,0.0065617,3,4,5,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [0&1] 0 State: 2 [0&1] 0 [0&!1] 1 --END--"
"(F(G(p2))) | (X(X(X((p3) xor ((!(p1)) xor (p2))))))","ltl3tela_det","ok",0,0.0130637,6,8,48,1,6,0,0,1,"HOA: v1 States: 6 Start: 0 AP: 3 ""p2"" ""p3"" ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [t] 2 State: 2 [t] 3 State: 3 [!0&!1&!2 | !0&1&2 | 0&!1&2 | 0&1&!2] 4 [!0&!1&2 | !0&1&!2 | 0&!1&!2 | 0&1&2] 5 State: 4 [t] 4 State: 5 [0] 5 [!0] 5 {0} --END--"
"(p3) <-> ((p0) <-> ((!(p3)) | (F(G(!(p1))))))","ltl3tela_det","ok",0,0.0123197,2,2,6,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1 | 0&1] 0 --END--"
"(((F(p0)) R ((p3) -> (!(p1)))) M (!(p2))) U (G(p2))","ltl3tela_det","ok",0,0.0168207,6,19,64,1,4,0,0,0,"HOA: v1 States: 6 Start: 0 AP: 4 ""p2"" ""p0"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1&!2 | !0&1&!3] 0 [!0&!1&!2 | !0&!1&!3] 1 [!0&2&3] 2 [0] 3 State: 1 [!0&1&!2 | !0&1&!3] 0 [!0&!1&!2 | !0&!1&!3] 1 [!0&2&3] 2 [0&1] 3 [0&!1&!2 | 0&!1&!3] 4 [0&!1&2&3] 5 State: 2 [!0&1&!2 | !0&1&!3] 0 [!0&!1&!2 | !0&!1&!3] 1 [!0&2&3] 2 State: 3 [0] 3 {0} State: 4 [0&1] 3 [0&!1&!2 | 0&!1&!3] 4 {0} [0&!1&2&3] 5 State: 5 [0&1] 3 [0&!1] 5 --END--"
"(F(p3)) W ((p1) | (!(p2)))","ltl3tela_det","ok",0,0.00761912,4,10,32,1,3,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 3 ""p1"" ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1&2] 0 {0} [0 | !1] 1 [!0&1&!2] 2 State: 1 [t] 1 {0} State: 2 [!0&1&2] 0 {0} [0&2 | !1&2] 1 [!0&1&!2] 2 [0&!2 | !1&!2] 3 State: 3 [2] 1 [!2] 3 --END--"
"(!(p1)) & (!(p2)) & ((p0) | (G(!(p1))))","ltl3tela_det","ok",0,0.00569839,3,4,14,1,3,0,0,0,"HOA: v1 States: 3 Start: 1 AP: 3 ""p1"" ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1&2] 0 [!0&!1&!2] 2 State: 2 {0} [!0] 2 --END--"
"(p1) & (X(p0))","ltl3tela_det","ok",0,0.00457155,3,3,8,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0,1}"" [0] 1 State: 1 ""{2}"" [1] 2 State: 2 ""{}"" [t] 2 --END--"
"(p2) xor ((F(G(p0))) U (G(p3)))","ltl3tela_det","ok",0,0.0169547,5,12,40,2,5,0,0,1,"HOA: v1 States: 5 Start: 0 AP: 3 ""p2"" ""p3"" ""p0"" acc-name: Streett 1 Acceptance: 2 Fin(0) | Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1] 1 [!0&!1] 2 [0&1] 3 [0&!1] 4 State: 1 [1] 1 [!1] 2 State: 2 [1&2] 2 [!1 | !2] 2 {0} State: 3 [1] 3 {0} [!1] 4 State: 4 [1&2] 4 {0} [!1 | !2] 4 {1} --END--"
"((p3) & (((!(p1)) W (!(p0))) R (!(p2)))) W ((p0) M (G(p2)))","ltl3tela_det","ok",0,0.0116833,6,18,48,1,4,0,0,0,"HOA: v1 States: 6 Start: 0 AP: 4 ""p2"" ""p0"" ""p3"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&2] 0 {0} [!0&1&2&!3] 1 {0} [!0&1&2&3] 2 {0} [0&!1] 3 [0&1] 4 State: 1 [!0&!1&2] 0 {0} [!0&1&2&!3] 1 {0} [!0&1&2&3] 2 {0} [0&!1] 3 [0&1&!3] 5 State: 2 [!0&!1&2] 0 {0} [!0&1&2&!3] 1 {0} [!0&1&2&3] 2 {0} State: 3 [0&!1] 3 [0&1] 4 State: 4 [0] 4 {0} State: 5 [0&!1] 4 [0&1&!3] 5 {0} --END--"
"((!(p2)) | (G(F(p1)))) U (((G(p3)) R (p2)) W (G(p0)))","ltl3tela_det","ok",0,0.146472,10,42,160,2,6,0,0,1,"HOA: v1 States: 10 Start: 0 AP: 4 ""p2"" ""p1"" ""p3"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!3] 0 [!0&3] 1 [0&!2&!3] 2 [0&3] 3 [0&2&!3] 4 State: 1 [!0&!3] 0 {0} [!0&3] 1 {1} [0&!2&!3] 2 [0&3] 3 [0&2&!3] 4 State: 2 [0&!2] 2 {1} [0&2] 4 {1} [!0&!3] 5 [!0&3] 6 State: 3 [0&!2&!3] 2 [0&3] 3 {1} [0&2&!3] 4 [!0&!3] 5 [!0&3] 7 State: 4 [0&!2] 2 {1} [0&2] 4 {1} [!0&!3] 5 [!0&!2&3] 6 [!0&2&3] 8 State: 5 [!0&!3] 5 [!0&3] 6 [0] 9 State: 6 [!0&!3] 5 {0} [!1&3] 6 [1&3] 6 {1} [0&!3] 9 {0} State: 7 [!0&!3] 5 [3] 7 {1} [0&!3] 9 State: 8 [!0&!3] 5 [!2&3] 6 [2&3] 8 {1} [0&!3] 9 State: 9 [!0&!3] 5 {0} [!0&3] 6 {0} [0&!1] 9 [0&1] 9 {1} --END--"
"(p2) | (F(p3))","ltl3tela_det","ok",0,0.00476555,3,5,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 2 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [1] 0 [!1] 1 State: 2 [0 | 1] 0 [!0&!1] 1 --END--"
"(X(G(!(p1)))) <-> ((!(p3)) R ((F(p3)) & (X(p0))))","ltl3tela_det","ok",0,0.0112514,10,26,67,1,10,0,0,0,"HOA: v1 States: 10 Start: 1 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [1] 3 [!1] 6 State: 2 [!2] 0 [!1&2] 5 State: 3 {0} [0&!2] 0 [0&!1&2] 2 [!0&1&2] 3 [!0&!1&2] 6 [0&1&2] 8 [!0&!2] 9 State: 4 {0} [!0] 4 State: 5 {0} [!1] 5 State: 6 [0&!2] 0 [!0&1&2] 4 [0&!1&2] 5 [!0&!1&2] 7 [!0&!2] 9 State: 7 [!0&1] 4 [0&!1] 5 [!0&!1] 7 State: 8 [!2] 0 [!1&2] 2 [1&2] 8 State: 9 [0] 0 [!0] 9 --END--"
"((p2) U (p1)) <-> ((p0) xor (F(((p2) & (G(p0))) | ((!(p2)) & (F(!(p0)))))))","ltl3tela_det","ok",0,0.0284893,13,53,85,2,9,0,0,0,"HOA: v1 States: 13 Start: 0 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&2] 1 [!0&1&!2] 2 [!0&1&2] 3 [0&!1&!2] 4 [0&!1&2] 5 [0&1&!2] 6 [0&1&2] 7 State: 1 [!0&2] 1 [!2] 2 [0&2] 8 State: 2 [t] 2 {1} State: 3 [!0&2] 3 {1} State: 4 [!0&1&2] 1 [!0&1&!2] 2 [!0&!1&2] 3 [0&!1&!2] 4 {1} [0&1&!2] 6 [0&!1&2] 9 [0&1&2] 10 State: 5 [!0&!1&!2] 2 [0&!1&2] 5 {1} [0&1&2] 7 [!0&!1&2] 8 [0&!1&!2] 11 {0} [0&1&!2] 12 State: 6 [!0&2] 1 [!0&!2] 2 [0&!2] 6 [0&2] 10 State: 7 [0&2] 7 [0&!2] 12 {1} State: 8 [!2] 2 [2] 8 {1} State: 9 [!0&1&!2] 2 [0&!1&!2] 4 {1} [0&1&!2] 6 [!0&1&2] 8 [0&!1&2] 9 [0&1&2] 10 State: 10 [!0&!2] 2 [0&!2] 6 {0} [!0&2] 8 [0&2] 10 {1} State: 11 [!0&!1&2] 1 [!0&!1&!2] 2 [!0&1&2] 3 [0&!1&2] 5 [0&1&2] 7 [0&!1&!2] 11 [0&1&!2] 12 State: 12 [!0&2] 3 [0&2] 7 [0&!2] 12 {1} --END--"
"(p2) M (X(G(p3)))","ltl3tela_det","ok",0,0.00545998,3,5,8,1,3,0,0,0,"HOA: v1 States: 3 Start: 1 AP: 2 ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [0] 0 State: 1 [1] 0 [!1] 2 State: 2 [0&1] 0 [0&!1] 2 --END--"
"(X(G(!(p3)))) <-> ((!(p2)) <-> ((p1) <-> (X(!(p2)))))","ltl3tela_det","ok",0,0.0127892,6,12,40,1,6,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 3 ""p2"" ""p3"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!1] 1 State: 2 [!0&!2 | 0&2] 4 [!0&2 | 0&!2] 5 State: 3 [1] 0 [!1] 3 State: 4 [!0&1] 0 [0&!1] 1 [!0&!1] 3 State: 5 [0&1] 0 [!0&!1] 1 [0&!1] 3 --END--"
"!(p0)","ltl3tela_det","ok",0,0.00391943,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [!0] 1 State: 1 ""{}"" [t] 1 --END--"
